university,file_path,status_or_license
Ariel University,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/0/03/Ariel_university.logo.jpg
Hochschule Mittweida,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/7/7a/HSM-Logo_2008.svg
Sapienza University of Rome,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/0/0d/Uniroma1.svg
University of Tartu,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/2/21/Universit%C3%A4t_Tartu_Logo.svg
Lund University,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/9/9c/Logotyp_Lunds_universitet_%28vit%29.png
University of Pavia,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/d/dc/Logo_UNIPV.svg
University of Washington,logos/002696_University of Washington_University%20of%20Washington%20signature.svg,ok
University of Barcelona,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/6/60/Universit%C3%A4t_Barcelona.svg
Complutense University of Madrid,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/9/91/Escudo_de_la_Universidad_Complutense_de_Madrid.svg
Hochschule Hannover,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/0/0e/HsH_Logo.svg
University of Chile,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/b/b2/Coat_of_arms_of_the_University_of_Chile_%28previous_official_version%29.svg
Yarmouk University,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/f/ff/Yarmouk_University_Title.png
Hochschule für Gestaltung Schwäbisch Gmünd,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/9/9b/Gmuend_logo.svg
James Madison University,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/e/e8/James_Madison_Athletics_wordmark.svg
Hochschule für Musik Würzburg,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/6/60/Logo_Hochschule_f%C3%BCr_Musik_W%C3%BCrzburg_2024-07-25.svg
Swiss Federal Institute of Technology in Lausanne,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/9/95/Logo_EPFL_2019.svg
University of Namibia,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/f/fd/Logo_UNAM_Namibia.png
"University of California, Santa Barbara",,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/6/6e/University_of_California%2C_Santa_Barbara_logo.svg
University of Applied Sciences Rosenheim,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/2/25/Hochschule_f%C3%BCr_angewandte_Wissenschaften_Fachhochschule_Rosenheim_Logo.svg
National University of the Littoral,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/6/6c/Unl_argentina_logo.png
RWTH Aachen University,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/1/1e/RWTH_Logo_3.svg
Çukurova University,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/b/b8/%C3%87ukurova_University_logo.svg
École Centrale de Lille,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/1/11/Logo_%C3%89cole_Centrale_de_Lille.png
Vienna University of Economics and Business,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/9/97/Logo_Wirtschaftsuniversit%C3%A4t_Wien.svg
University of A Coruña,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Universidade_da_Coru%C3%B1a.png
Andalas University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Lambang%20Unand.jpg
Fluminense Federal University,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/e/ef/Logo_UFF_%28blue%29.svg
Western Washington University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/West_washington_univ_logo.svg
London South Bank University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Lsbu-logo.svg
London South Bank University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/LSBU2020logo.png
Aalto University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Aalto%20University%20logo%20tri-lingual%20version.png
Darmstadt University of Applied Sciences,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/1/18/Hda_logo.svg
Abant Izzet Baysal University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Aibu.jpg
University of Salamanca,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Logotipo%20Universidad%20de%20Salamanca.svg
Royal College of Music,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/3/3f/Royal_College_of_Music_Logo.png
Ruhr University Bochum,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/6/65/Ruhr-Universit%C3%A4t_Bochum_logo.svg
Karlsruhe Institute of Technology,logos/002726_Karlsruhe Institute of Technology_Logo%20KIT.svg,ok
University of Music and Theatre Leipzig,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/2/24/Logohmt.svg
Munich University of Applied Sciences,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/e/e4/HM_Logo_RGB.png
University of Düsseldorf,logos/002731_University of Düsseldorf_HHU%20Logo.svg,ok
German Sport University Cologne,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/4/40/Logo_DSHS_Koeln.svg
Mittelhessen University of Applied Sciences,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/e/e0/Technische_Hochschule_Mittelhessen_Logo.svg
University of Mannheim,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/4/48/Uni-mannheim.svg
University of Lübeck,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/2/21/Siegel-Uni-Luebeck.svg
Tel Aviv University,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/1/16/Tel_Aviv_university_logo_-_Hebrew.png
Frankfurt University of Music and Performing Arts,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/f/f2/Hochschule_f%C3%BCr_Musik_und_Darstellende_Kunst_Frankfurt_am_Main_Logo.png
Mannheim University of Applied Sciences,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Hochschule%20Mannheim%20logo.svg
Hochschule Düsseldorf,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/D%C3%BCsseldorf%20University%20of%20Applied%20Sciences%20logos.png
"Academy of Fine Arts, Karlsruhe",,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Logo%20Staatliche%20Akademie%20der%20Bildenden%20K%C3%BCnste%20Karlsruhe%202024-06-04.svg
Heilbronn University of Applied Sciences,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/HHN%20Logo%20D%20oS%20RGB%20300.jpg
University of Hildesheim,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/b/b0/Universit%C3%A4t_Hildesheim_logo.svg
Aydın Adnan Menderes University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Ayd%C4%B1n%20Adnan%20Menderes%20University%20logo.svg
İnönü University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Inonu%20University%20Logo.jpg
University of Carabobo,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/UC%20logo.png
Flensburg University of Applied Sciences,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/c/cd/Logo_der_Hochschule_Flensburg.png
University of Szeged,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Seal%20of%20the%20University%20of%20Szeged%20b%26w.gif
Adıyaman University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Ad%C4%B1yaman%20University%20logo.svg
University of Valencia,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Universitat%20de%20Val%C3%A8ncia%20logo.svg
"Academy of Fine Arts, Nuremberg",,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Akademie%20der%20Bildenden%20K%C3%BCnste%20N%C3%BCrnberg%20Logo.svg
University of Coimbra,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/b/bd/Logo_of_the_University_of_Coimbra%2C_Portugal.png
Academy of Fine Arts Vienna,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/8/81/AkbildWienLogo2021.jpg
Academy of Performing Arts Baden-Wuerttemberg,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:Redirect/file/Akademie_f%C3%BCr_Darstellende_Kunst_Baden-W%C3%BCrttemberg_logo.png
Academy of Performing Arts,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Logo_Academy_of_Performing_Arts_in_Prague.jpg
National University of Distance Education,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/LogoUNED.jpg
University of Atlántico,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Imagotipo%20Universidad%20del%20Atl%C3%A1ntico.png
AGH University of Science and Technology,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/b/bf/AGH_University_of_Science_and_Technology_Logo.svg
Clausthal University of Technology,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Logo%20TUC%20de%20Web.gif
University of Malta,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/University_of_Malta_Coat_of_Arms.svg
University of Wuppertal,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/BUW%20Logo.svg
University of Tirana,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/f/f2/University_of_Tirana_logo.svg
University of Koblenz - Landau,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/d/d8/Uni_Koblenz-Landau.svg
Fulda University of Applied Sciences,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/e/ed/Logo-Hochschule-Fulda.jpg
Hochschule für Musik Karlsruhe,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:Redirect/file/Mh-karlsruhe_logoschrift_logo.jpg
Alzahra University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/AlzahraUniversityLogo.svg
"Hanover University of Music, Drama and Media",,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/7/78/HMTM-Logo-2010.svg
Dresden Academy of Fine Arts,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/HfBK%20Dresden%20Logo.jpg
Mainz University of Applied Sciences,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Logo_Hochschule_Mainz.svg
Gdańsk University of Technology,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Logo%20Gda%C5%84sk%20University%20of%20Technology.svg
University of the Arts Bremen,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/HfK%20Bremen%20Logo.svg
Berlin School of Economics and Law,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/a/a9/HWR_Logo_RGB.jpg
Hochschule für Musik Carl Maria von Weber,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/7/76/Musik_HS_Dresden.svg
Anadolu University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:Redirect/file/Anadolu_University_Logo.png
University of Oslo,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/UiO%20logo.png
Deggendorf Institute of Technology,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/b/be/Technische_Hochschule_Deggendorf_logo.png
University of Alabama,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/0/0d/University_of_Alabama_logo.svg
University of Latvia,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:Redirect/file/LU_logo.svg
Pablo de Olavide University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:Redirect/file/Marca-UPO-Horizontal.png
University of South Florida,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/University%20of%20South%20Florida%20wordmark.svg
University of Bremen,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Universit%C3%A4t%20Bremen.svg
Fudan University,logos/002776_Fudan University_Fudan%20University%20Logo.svg,ok
University of Arizona,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/University%20of%20Arizona%20logo.svg
University of Siegen,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Logo%20Uni%20Siegen.svg
University of Florida,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:Redirect/file/University_of_Florida_logo.svg
University of Flensburg,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Europa-universitaet-flensburg-hauptlogo-rgb.svg
Lübeck Academy of Music,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Logo%20Musikhochschule%20L%C3%BCbeck%202024-07-25.svg
Folkwang University of the Arts,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Folkwang%20Universit%C3%A4t%20Logo%202023.png
Leuphana University of Lüneburg,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:Redirect/file/Leuphana_Universit%C3%A4t_L%C3%BCneburg_Logo_2020.svg
University of La Laguna,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Logo%20ULL.jpg
University of Neuchâtel,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Logo-unine.png
Southern Illinois University Edwardsville,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/2/20/Siue_wordmark.svg
University of Caen Normandy,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/8/86/Logo_Universit%C3%A9_de_Caen_Normandie_2018.png
FH Münster,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Logo_of_Fachhochschule_M%C3%BCnster.svg
RheinMain University of Applied Sciences,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:Redirect/file/Logo-Hochschule-RheinMain.svg
State University of Music and Performing Arts Stuttgart,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/f/f2/Hochschule_f%C3%BCr_Musik_und_Darstellende_Kunst_Stuttgart_Logo.svg
Bauhaus-Universität Weimar,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Logo%20of%20Bauhaus%20University%20Weimar.png
University of Regensburg,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/UR%20Logo%20Grau%20RGB.svg
University of Zimbabwe,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/University%20of%20Zimbabwe%20LOGO.png
Federal University of Rio de Janeiro,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Minerva%20UFRJ.jpg
Hanns Eisler Music School Berlin,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/c/c7/HfM_Hanns_Eisler_Berlin_Logo_pantone.svg
Universidade Federal de São João del-Rei,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Logo_ufsj.gif
Universidad de San Carlos de Guatemala,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Usac%20logo.png
Coimbra Academic Association,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/A%20Academica%20Coimbra%20main%20entrance%202008.jpg
Federal University of the State of Rio de Janeiro,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/UNIRIO.png
Federal University of the State of Rio de Janeiro,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/UNIRIO%20Logo-2011-03-08.png
University of Oldenburg,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/5/5a/Carl_von_Ossietzky_Universit%C3%A4t_Oldenburg_2021_logo.svg
University of Huddersfield,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/HuddunimainmarqueRGB.gif
University of Valle,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Univalle.svg
University of El Salvador,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Escudo%20de%20la%20Universidad%20de%20El%20Salvador.svg
Public University of Navarre,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Lgotipo%20UPNA.png
University of Liberia,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/a/a5/UL_LOGO.jpg
Bursa Uludağ University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Bursa%20Uluda%C4%9F%20University%20logo.svg
University of Rajshahi,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/%E0%A6%B0%E0%A6%BE%E0%A6%9C%E0%A6%B6%E0%A6%BE%E0%A6%B9%E0%A7%80%20%E0%A6%AC%E0%A6%BF%E0%A6%B6%E0%A7%8D%E0%A6%AC%E0%A6%AC%E0%A6%BF%E0%A6%A6%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%B2%E0%A6%AF%E0%A6%BC%E0%A7%87%E0%A6%B0%20%E0%A6%B2%E0%A7%8B%E0%A6%97%E0%A7%8B.svg
Universidade Aberta de Portugal,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/IG%20Logo%20outline%20pb.jpg
Worcester State University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Worcester%20state%20univ%20wordmark.png
National Technological University,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/8/8a/Utn_argentina_logo.png
University of Talca,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Utalca.svg
Federal University of ABC,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Logo%20UFABC.jpg
Valahia University of Târgoviște,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Sigla%20Universitatea%20Valahia%20din%20Targoviste.jpg
University of the Philippines Baguio,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/f/f5/UP_logotype.svg
Université de Maroua,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Logo%20UMa.png
Universidade do Estado de Santa Catarina,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Marca%20da%20Udesc.jpg
University of the District of Columbia,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/University%20of%20the%20District%20of%20Columbia%20text%20logo.svg
Technological University of the Philippines,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/a/a9/Logo_ng_unibersidad.jpg
University of Wisconsin–Eau Claire,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Eauclairewordmark.png
Iran University of Art,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Tehran%20University%20of%20Art%20LOGO.svg
Van Yüzüncü Yıl University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Yyulogo.png
Erzincan Binali Yıldırım University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Erzincan%20Binali%20Y%C4%B1ld%C4%B1r%C4%B1m%20University%20logo.svg
University of Minnesota Morris,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/e/e2/UM_Morris_wordmark.png
Kafkas University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Kafkas_University_logo.svg
Escuela Superior Politécnica del Litoral,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/ESPOL_-_Logo_001.svg
"University of Maryland, Baltimore",,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/University%20of%20Maryland%2C%20Baltimore.png
University of Massachusetts Dartmouth,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:Redirect/file/University_of_Massachusetts_Dartmouth_wordmark.svg
Missouri University of Science and Technology,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Missouri%20st%20logo%20horiz.png
Sumy State University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/%D0%A1%D1%83%D0%BC%D1%81%D1%8C%D0%BA%D0%B8%D0%B9%20%D0%B4%D0%B5%D1%80%D0%B6%D0%B0%D0%B2%D0%BD%D0%B8%D0%B9%20%D1%83%D0%BD%D1%96%D0%B2%D0%B5%D1%80%D1%81%D0%B8%D1%82%D0%B5%D1%82.png
Accra Technical University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Accra%20tu.png
National University of the Arts Prilidiano Pueyrredón,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/7/72/Universidad_nacional_de_las_artes.png
Karadeniz Technical University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Karadeniz%20Technical%20University%20logo.svg
Erciyes University,,download-error:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/e/eb/Erciyes_University_logo.svg
Fairmont State University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Fairmont_State_University_wordmark.svg
University of Belgrade Faculty of Economics,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:Redirect/file/Ekonomsi_fakultet_Beograd_logo.jpg
Central State University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Central%20state%20univ%20textlogo.svg
Dakota State University,,download-error:429 Client Error: Too many requests (1059162) for url: https://commons.wikimedia.org/wiki/Special:FilePath/Dakota%20State%20University%20logo.svg
